date,display_name,cum_moreyRate_team,cum_stealRate_team,cum_ftRate_team,cum_oRebRate_team,cum_threePointRate_team,cum_dRebRate_team,cum_blockRate_opp,cum_moreyRate_opp,cum_stealRate_opp,cum_ftRate_opp,cum_oRebRate_opp,cum_threePointRate_opp,cum_dRebRate_opp,cum_blockRate_team,cum_paintRate_team,cum_paintRate_opp,cum_oRating_team,cum_dRating_team,cum_winPct
2022-04-26,Atlanta Hawks,0.5833333333333334,0.06678004535147393,0.2504164353137146,0.22789783889980353,0.390199888950583,0.766629711751663,0.05011104941699056,0.6052511934530576,0.06569674926119573,0.22528451940216648,0.23337028824833703,0.39640751405457286,0.7721021611001965,0.04703139997257644,0.4627984453081621,0.46482928835870013,1.05124716553288,1.042282336894749,0.5057471264367817
2022-04-25,Boston Celtics,0.6362812818480353,0.07111312422149246,0.2397279289283731,0.24274553571428573,0.42143253747917825,0.7702308304590076,0.05358134369794559,0.582928208027134,0.06840022611644997,0.23609958506224063,0.2297691695409923,0.39308437067773166,0.7572544642857143,0.06625172890733057,0.45544142143253746,0.44910096818810513,1.0447287962858114,0.9689089881288864,0.6395348837209303
2022-04-28,New Orleans Pelicans,0.5906137992831542,0.069668458781362,0.26928874880087705,0.26834551854860544,0.3611073043716596,0.7824244136761798,0.05413183500068521,0.5917192516329016,0.07450459426547106,0.24605060813644625,0.2175755863238203,0.41199496714665174,0.7316544814513946,0.04613448902558367,0.487049472385912,0.44988116874038864,1.0173611111111112,1.0173807151555407,0.4318181818181818
2022-04-27,Chicago Bulls,0.5462241033637781,0.06504789485408777,0.24135555861688937,0.20279329608938548,0.33461909353905495,0.7824993010902991,0.05772144923543187,0.6048017867113344,0.0667783361250698,0.2503779029819981,0.2175006989097009,0.3695204067610279,0.7972067039106145,0.04644771196921808,0.44303623088579697,0.4900371032018689,1.028514145689463,1.0371859296482413,0.5402298850574713
2022-04-10,Cleveland Cavaliers,0.6023532236763117,0.08032176731900588,0.260526707335218,0.24068598462448257,0.3862520458265139,0.7637862421830586,0.0553489064127362,0.5945241199478487,0.06661135474694797,0.21734104046242775,0.23621375781694143,0.3816473988439306,0.7593140153755175,0.04826589595375722,0.5021574170510341,0.4893063583815029,1.0248529235202306,0.9892141756548536,0.5365853658536586
2022-04-29,Dallas Mavericks,0.6055347623908359,0.06419417035272769,0.250771821498737,0.21011888305225324,0.445551501543643,0.7812065610230747,0.04336233511086163,0.5816326530612245,0.063718820861678,0.24462856340401629,0.2187934389769252,0.3769133548658896,0.7898811169477468,0.04535879792164022,0.4263261296660118,0.4844825165004915,1.030622660768969,0.9870748299319728,0.6363636363636364
2022-04-28,Denver Nuggets,0.6100381765102179,0.07388277565686055,0.248030388294879,0.2222545878240606,0.41010129431626335,0.7832741186116425,0.05557118739448508,0.6059388256307211,0.06675597231524893,0.2482682183430313,0.21672588138835747,0.3948462177888612,0.7777454121759394,0.04308672762538099,0.46679797411367474,0.4799113327791632,1.044913541432742,1.018977450323733,0.5632183908045977
2022-04-10,Detroit Pistons,0.5983577712609971,0.0681524926686217,0.24234916933838532,0.23282023089609677,0.38720489653162343,0.7543326238978413,0.0584377732439522,0.6107876915765712,0.07045265534038256,0.29181015122024256,0.24566737610215872,0.3805958975894595,0.7671797691039033,0.05584668363527474,0.4860099096473331,0.49962569246893246,0.9465102639296188,1.0348105025543544,0.2804878048780488
2022-04-28,Golden State Warriors,0.644523836105839,0.07178742882661605,0.23658330991851645,0.23013386499572772,0.4570103961787018,0.7834635065984379,0.04341107052542849,0.6051889452904682,0.08245910885504794,0.26160751858605696,0.21653649340156209,0.4119792397250666,0.7698661350042723,0.05372422499649319,0.426664793481315,0.4683686351521952,1.0240035726247627,0.9764241398759164,0.6551724137931034
2022-04-10,Houston Rockets,0.6662351418147582,0.08650111804166176,0.2799453468954,0.2152161042036708,0.44800364354030664,0.7453397474443776,0.06786093821162896,0.6263542157324541,0.06464908148845973,0.26054195044196493,0.25466025255562236,0.39936241124474714,0.7847838957963292,0.05028256774380525,0.4962805526036132,0.4912331546152732,0.9782276097446158,1.0668864813942531,0.24390243902439024
2022-04-10,Indiana Pacers,0.6202456886369005,0.0752421450507914,0.23396334478808703,0.25689404934687954,0.3964776632302406,0.7630714072303555,0.05326460481099656,0.6113738472452116,0.06384488058642705,0.2572342591246183,0.23692859276964445,0.3660026174203868,0.7431059506531205,0.06369056274538316,0.4782359679266896,0.5000727061218555,1.0271674935034254,1.0599432489950342,0.3048780487804878
2022-04-11,LA Clippers,0.552159788232463,0.07207315605823607,0.21833802399644495,0.20416544441185097,0.39090505110354024,0.7466850828729282,0.04680788031402755,0.5963302752293578,0.0692901979719942,0.2165213662998428,0.2533149171270718,0.3730170072888381,0.795834555588149,0.05402315277976275,0.4378610576210932,0.509218236387023,1.0026470942124894,1.0061564461612746,0.5121951219512195
2022-04-11,Los Angeles Lakers,0.6274219284248918,0.07545019375427399,0.25694643368662273,0.21152216887884775,0.384417072472071,0.7562814070351759,0.04611859066170152,0.6132483496471659,0.06885954928295014,0.2556317335945152,0.24371859296482412,0.3930320414159787,0.7884778311211522,0.05680705190989226,0.467774276711544,0.4885966139639009,1.0030772737633915,1.031413612565445,0.4024390243902439
2022-04-26,Miami Heat,0.5921705776173285,0.06735108303249097,0.2525539160045403,0.23249783923941228,0.42309875141884223,0.7840178820899693,0.04611237230419977,0.6050534941953107,0.07090826314591396,0.26218632823766946,0.21598211791003075,0.4567349293337179,0.7675021607605877,0.03749639457744447,0.43686152099886494,0.42183443899625034,1.0347472924187726,0.9895287958115184,0.6551724137931034
2022-04-27,Milwaukee Bucks,0.6183315038419319,0.06652030735455543,0.2527546358505778,0.2291046794698404,0.430798172534265,0.7897859169460923,0.04837409298575652,0.6081788440567066,0.0678298800436205,0.21557682083997873,0.21021408305390765,0.4461722488038278,0.7708953205301596,0.04452418926103137,0.4275732330018812,0.4117490696438065,1.05609220636663,1.005452562704471,0.632183908045977
2022-04-30,Minnesota Timberwolves,0.6595472020504058,0.06503630926954293,0.2565050851935015,0.2429808449225925,0.45502575617487784,0.7489823609226595,0.05415400871747457,0.6190120559052598,0.07734983463138803,0.29524592409919165,0.2510176390773406,0.4214275928209344,0.7570191550774075,0.06589943827921634,0.4591203275657113,0.4700643923825181,1.0357753096967108,1.004374266510189,0.5517241379310345
2022-04-25,Brooklyn Nets,0.5556173526140156,0.07385984427141268,0.2476584022038567,0.2376350198976691,0.35730027548209364,0.7483140005395198,0.05440771349862259,0.6151710350955131,0.06541537094624611,0.25360657947957393,0.25168599946048015,0.4023189968990158,0.7623649801023309,0.06161520830524471,0.45330578512396696,0.4682486180396387,1.03615127919911,1.0244335850733008,0.5116279069767442
2022-04-10,New York Knicks,0.62939453125,0.06591796875,0.2806621519939804,0.2523364485981308,0.42648607975921743,0.7879146919431279,0.05297215951843491,0.6228272760422997,0.06490822900206637,0.25845921450151055,0.21208530805687204,0.42915407854984894,0.7476635514018691,0.05664652567975831,0.45041384499623777,0.4418429003021148,1.0028076171875,0.9961103682995016,0.45121951219512196
2022-04-10,Orlando Magic,0.6145454545454545,0.07272727272727272,0.2218809419335966,0.20247121595057568,0.4112915021208132,0.7716557796080659,0.05982155916337575,0.6138613861386139,0.06381963497554574,0.2513764126340191,0.2283442203919341,0.40596928426543033,0.7975287840494243,0.05056505360764996,0.4776948954219687,0.4521877716603883,0.941466275659824,1.033400930454491,0.2682926829268293
2022-04-28,Philadelphia 76ers,0.5817109800867727,0.061964623428635,0.28387638092574463,0.1978206202849958,0.3761711648720459,0.7697668185473063,0.05579639211299119,0.5927196282363355,0.07103341447222837,0.24572127139364305,0.23023318145269364,0.3784297745177941,0.8021793797150042,0.06003803314316761,0.4740595720878199,0.4779951100244499,1.037824007119813,1.002102235007745,0.625
2022-04-28,Phoenix Suns,0.5374972509346823,0.06718715636683528,0.22323462414578588,0.22102052135330005,0.35052927777033366,0.7646904512067156,0.0446201259547099,0.5864927600309495,0.07781585055819609,0.25831969448990727,0.23530954879328436,0.38393344244408073,0.7789794786466999,0.05032733224222586,0.465228460404663,0.465493726132024,1.0482735869804267,0.9836409859621974,0.7727272727272727
2022-04-11,Portland Trail Blazers,0.6090199277473488,0.07469991842442605,0.245985401459854,0.23085585585585583,0.4230656934306569,0.7712043465137338,0.0581021897810219,0.6303345549119281,0.07447688852110179,0.2829405661775604,0.22879565348626624,0.43011708907662666,0.7691441441441441,0.05113383726100489,0.46306569343065695,0.46583666814880687,0.9742454259410324,1.0631280293178862,0.32926829268292684
2022-04-11,Sacramento Kings,0.5930245986834507,0.07437348423605497,0.2613260463109449,0.21287408243929984,0.3773910542211995,0.7624963883270731,0.05378973105134474,0.6103388856978748,0.06547960941987363,0.22340425531914893,0.2375036116729269,0.38451847704367303,0.7871259175607002,0.0494120940649496,0.500503379836042,0.48726203807390817,1.0026561958655733,1.043997702469845,0.36585365853658536
2022-04-11,San Antonio Spurs,0.5830805134189031,0.06697782963827305,0.21496355384403795,0.2369577155409116,0.3443817906752854,0.7488071849564973,0.05226241232292669,0.612507237984945,0.06821077012159815,0.23164237668161436,0.25119281504350266,0.3664517937219731,0.7630422844590884,0.05409192825112107,0.51107137945262,0.5050448430493274,1.0303383897316218,1.025593514765489,0.4146341463414634
2022-04-11,Oklahoma City Thunder,0.6505782393202738,0.07717724805286759,0.22264150943396227,0.2178755772887802,0.4207547169811321,0.7609182530795073,0.06647314949201742,0.6408391941828585,0.06937656454881393,0.21781895937277265,0.23908174692049272,0.42879543834640055,0.7821244227112197,0.05060584461867427,0.4969521044992743,0.46272273699215966,0.9496105735189992,1.0326618190487544,0.2926829268292683
2022-04-29,Utah Jazz,0.6570727353859884,0.07184292726461401,0.2723895996698308,0.25328120636693663,0.4645755949924336,0.7874015748031497,0.0493878112532673,0.5776997366110623,0.06474978050921862,0.21885431966884764,0.2125984251968504,0.3931098945119509,0.7467187936330634,0.05488049138736814,0.4748933828587151,0.4582721324609427,1.0657072735385988,0.9920983318700616,0.5795454545454546
2022-04-10,Washington Wizards,0.5920848730480391,0.06842293479556562,0.24542342610507517,0.2085449656408724,0.35719601131120704,0.7690977226866532,0.04822146152701295,0.5885985748218527,0.05855106888361045,0.2466896948762234,0.2309022773133468,0.354202648244099,0.7914550343591276,0.05569948186528497,0.4884655454680756,0.4869027058146229,1.0069138157110502,1.0299287410926363,0.4268292682926829
2022-04-28,Toronto Raptors,0.5827258670201017,0.06240335763198586,0.23263619932868576,0.2795265676152103,0.3746449780531887,0.7585434173669467,0.05589981926155435,0.601902023664713,0.08337940948800177,0.2550363738108562,0.2414565826330532,0.4131225517627308,0.7204734323847898,0.05526021264689423,0.47469661760908854,0.4700615556799105,1.0260658272586702,1.0053079730178038,0.5681818181818182
2022-04-30,Memphis Grizzlies,0.5846020948061764,0.06370802289169636,0.25267175572519085,0.2993858751279427,0.34465648854961833,0.7803963577932512,0.06603053435114503,0.6011879049676025,0.08714902807775378,0.25508543531326283,0.2196036422067488,0.3928668294005967,0.7006141248720573,0.07323026851098453,0.5659033078880407,0.4827773257390833,1.0488068243170283,0.9869330453563716,0.6781609195402298
2022-04-10,Charlotte Hornets,0.6547276286997582,0.06633651963607048,0.23147632311977717,0.2330951072017592,0.41894150417827297,0.7498568975386377,0.05125348189415042,0.6240091901206203,0.07823090178058587,0.24291613270682044,0.25014310246136234,0.42887654848355405,0.7669048927982408,0.05368076320660686,0.49623955431754874,0.4619108643030044,1.0431878383047335,1.030097645031591,0.524390243902439
